"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"Union Couny United G00",1015,2,2.22,8,"OR","G00","Idaho D3 B U14","","Spr Idaho D3 U14 Bracket B WEST U14",""
"Sandpoint Strikers G00",1011,2.78,1.56,23,"ID","G00","NWL U14","","Spr NWL U13/U14 BRACKET A U14, Spr NWL U13/U14 BRACKET B U14",""
"Eastside Timbers Red G02",1009,2.1,2.02,46,"OR","G02","PTT G02 Premier","","Spr OYS G02 Premier","FWRL02, OYS State Cup G02"
"Indie Chicas Lime G02",1008,1.81,2.34,23,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12","NWCL U12"
"WA Rush Nero G00",1007,1.6,2.62,41,"WA","G00","RCL G00 Div 4","","Win RCL G00 Div 4","WYS Presidents Cup G00 Div 2"
"Indie Chicas G01",1005,1.99,2.09,27,"ID","G01","Idaho D3 A U13","","Spr Idaho D3 A U13","NWCL U13"
"Eastside FC White G01",1005,2.8,1.48,31,"WA","G01","RCL G01 Div 3","","Win RCL G01 Div 3","WYS Presidents Cup G01 Div 1"
"FC Columbia County Hot Shots G00",1004,2.66,1.54,30,"OR","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"Kidsport Willamette Strikers G01",1004,2.91,1.41,32,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"Idaho Torrent Crimson G00",1002,4.11,0.99,18,"ID","G00","Idaho D3 B U14","","Spr Idaho D3 U14 Bracket B EAST U14",""
"Kajumulo FC Farasi G00",1002,2.52,1.61,31,"WA","G00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14",""
"NWN Blue G00",1001,2.57,1.57,37,"WA","G00","RCL G00 Div 3, RCL G00 7V2","","Win RCL G00 Div 3","WYS Presidents Cup G00 Div 2"
"NPSA Titans Navy G00",1001,2.56,1.57,24,"WA","G00","PSPL Copa U14","","Spr PSPL Classic 2 U14","WA Cup GU14 Silver U14"
"NSC Spirit G00",995,1.79,2.15,22,"WA","G00","NPSL G14D1","","",""
"FC Alliance B G00",995,2.35,1.64,37,"WA","G00","RCL G00 Div 4","","Win RCL G00 Div 4","WYS Presidents Cup G00 Div 2"
"Crossfire Alaska 02 A G01",995,1.67,2.31,9,"AK","G01","","","","FWRL01"
"Blackhills FC Black G02",994,2.39,1.61,38,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"Pacific FC White Ice G01",993,1.88,2.02,29,"WA","G01","PTT-B G01 Championship","","Spr OPL Hoodoo Div U13","OYS Presidents Cup G01"
"Whatcom FC Rangers Gold G02",990,2.81,1.33,38,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"PS Slammers Black G01",989,2.11,1.75,39,"WA","G01","PSPL Premier U13","","Spr PSPL SuperLeague U13","WA Cup GU13 Gold/Platinum U13"
"Harbor Premier White G01",984,1.95,1.84,42,"WA","G01","RCL G01 Div 3","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"BSC Portland Black-Legends G01",983,1.82,1.96,28,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 Green","OYS State Cup G01"
"Idaho Thunder G00",980,2.38,1.47,35,"ID","G00","PSPL-Inland Div 1 U14, NWL U14","","Spr NWL U13/U14 BRACKET A U14","WA Cup GU14 Bronze U14"
"Emerald City FC Green G01",980,1.63,2.14,32,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 1 U13","WA Cup GU13 Gold/Platinum U13"
"CDA Sting White Caps G01",979,2.62,1.32,30,"ID","G01","PSPL Premier U13","","Spr PSPL SuperLeague U13","FWRL01"
"ISC Gunners B G00",978,2.74,1.26,39,"WA","G00","PSPL Copa U14","","Spr PSPL Classic 3 U14","WA Cup GU14 Bronze U14"
"Capital FC Timbers Black G01",977,1.95,1.74,32,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"NWN Red G03",975,1.44,2.34,38,"WA","G03","RCL G03 Div 1","","Win RCL G03 Div 1","WYS Presidents Cup G03 Div 1"
"Nationals West Predators G01",975,1.46,2.29,8,"ID","G01","","","",""
"Whatcom FC Rangers White G00",973,2.31,1.44,34,"WA","G00","RCL G00 Div 4","","Win RCL G00 Div 4","WYS Presidents Cup G00 Div 2"
"MRFC Blue G00",973,1.99,1.66,31,"WA","G00","PSPL Copa U14","","Spr PSPL Classic 3 U14","WA Cup GU14 Bronze U14"
"WA East Kaiel G02",972,2.52,1.31,43,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"Pacific FC Blue G01",971,1.79,1.82,34,"WA","G01","OPL NPL U13","","Spr OYS G01 Div 1 Green","WYS Presidents Cup G01 Div 1"
"SoccerEdge Academy Gold G00",969,1.76,1.84,41,"WA","G00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14","WA Cup GU14 Bronze U14"
"Spokane Foxes Premier G02",968,1.9,1.69,48,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","NWCL U12, WA Cup GU12 Gold/Platinum U12"
"Washington Timbers Green G01",966,1.56,2.03,34,"WA","G01","PTT-B G01 Championship","","Spr OYS G01 Premier","OYS State Cup G01"
"RV Slammers White G01",966,2.3,1.37,34,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 3","WYS Presidents Cup G01 Div 2"
"Cascade FC White G00",965,1.7,1.85,35,"WA","G00","PSPL Copa U14","","Spr PSPL Copa U14","WA Cup GU14 Bronze U14"
"PFA Unida G00",962,2.54,1.21,8,"OR","G00","","","Spr OYS G00 Div 2",""
"Eastside Timbers White G00",961,1.7,1.8,38,"OR","G00","PTT-B G00 Thorns Div 1","","Spr OYS G00 Div 1","OYS Presidents Cup G00"
"Crossfire OR WUSC Levante Navy G01",960,1.63,1.86,38,"OR","G01","OPL Premier U13","","Spr OPL Santiam Div U13","Directors Cup OPL Gold U13"
"Washington Timbers Forest G01",958,2.06,1.46,34,"WA","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"Nelson Selects 2001G",958,2.08,1.43,8,"BC","2001G","","","",""
"Newport FC G00",955,1.51,1.94,29,"WA","G00","NPSL G14D1","","","Founders Cup G00"
"Idaho Arsenal United Avengers G00",954,3.04,0.96,18,"ID","G00","Idaho D3 B U14","","Spr Idaho D3 U14 Bracket B WEST U14",""
"FC Nova White G00",952,1.54,1.86,11,"ID","G00","Idaho D3 A U14","","",""
"PacNW Blue G02",951,2.39,1.19,50,"WA","G02","RCL G02 Div 2","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Kent United Green G01",951,1.6,1.78,38,"WA","G01","NPSL G13D1","","Spr NPSL G13D1","WYS Presidents Cup G01 Div 1, Founders Cup G01"
"ETFC Sol White G00",949,1.47,1.91,34,"OR","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"Idaho Rush Nero G00",945,1.95,1.41,23,"ID","G00","Idaho D3 B U14","","Spr Idaho D3 U14 Bracket B EAST U14",""
"Crossfire Premier Schmetzer G04",944,1.36,2,9,"WA","G04","","","",""
"Spokane Foxes Premier G01",943,1.75,1.54,37,"WA","G01","PSPL Premier U13","","Spr PSPL SuperLeague U13","NWCL U13, WA Cup GU13 Gold/Platinum U13"
"Eastside FC Grey G00",942,1.15,2.33,41,"WA","G00","RCL G00 Div 4","","Win RCL G00 Div 4","WYS Presidents Cup G00 Div 2"
"FC West Lady Vikings G00",942,1.69,1.58,28,"OR","G00","OPL 1st Div U14","","Spr OPL Tabor Div U14",""
"West Seattle En Fuego Red G01",939,2.05,1.28,20,"WA","G01","PSPL Classic 1 U13","","Spr PSPL SuperLeague 2 U13",""
"PCU SESC Dynamite G01",938,2.2,1.18,38,"OR","G01","OPL Premier U13","","Spr OPL Santiam Div U13","Directors Cup OPL Gold U13"
"HSC Tiki Taka G01",937,2.09,1.24,29,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 Green","OYS Presidents Cup G01"
"Crossfire Select Granston G01",936,1.52,1.68,39,"WA","G01","NPSL G13D1","","Spr NPSL G13D1","Founders Cup G01"
"NSC Velocity G01",935,1.55,1.65,28,"WA","G01","NPSL G13D1","","","Founders Cup G01"
"SSC Shadow Elite Bellefeuille G01",935,1.84,1.39,30,"WA","G01","NWL U14","","Spr NWL U13/U14 BRACKET A U14",""
"NW United Premier G02",935,1.58,1.61,48,"WA","G02","PSPL Premier U12,","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"WSA Rapids Red G03",934,0.84,3.01,8,"WA","G03","","","",""
"Westside Timbers Copa G01",934,1.44,1.76,35,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 Green","OYS Presidents Cup G01"
"PCU Black 1 G00",933,1.52,1.65,19,"OR","G00","PTT-B G00 Thorns Div 1","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"FME Fusion G01",932,2.02,1.24,31,"WA","G01","NPSL G13D2","","Spr NPSL G13D1","Founders Cup G01"
"NEU Barcelona White G01",932,1.84,1.36,35,"OR","G01","OPL Premier U13","","Spr OYS G01 Div 1 Green","Directors Cup OPL Gold U13"
"PCU Black 2 G00",930,1.25,1.97,17,"OR","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2",""
"SSC Shadow A G02",930,2.45,1,33,"WA","G02","RCL G02 Div 3, RCL G02 7V2","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"FC Alliance A G02",928,1.38,1.76,39,"WA","G02","RCL G02 Div 2","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"XUnk ICE G00",926,1.82,1.32,8,"","G00","Idaho D3 B U14","","",""
"RV Slammers White G00",926,1.66,1.44,35,"WA","G00","RCL G00 Div 4","","Win RCL G00 Div 3","WYS Presidents Cup G00 Div 2"
"Grants Pass YSC Bulldogs G01",926,1.64,1.46,31,"OR","G01","PTT G01 Premier","","Spr OYS G01 Div 1 Green",""
"Highline Premier Blue G00",924,1.32,1.8,36,"WA","G00","PSPL Classic 2 U14","","Spr PSPL Classic 2 U14","WA Cup GU14 Bronze U14"
"Twin Falls Rapids G00",923,1.93,1.21,13,"ID","G00","","","Spr Idaho D3 U14 Bracket B EAST U14",""
"Academy Idaho Cads G00",923,1.14,2.06,32,"ID","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14","WA Cup GU14 Bronze U14"
"Blackhills FC Black G01",922,1.43,1.63,33,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"CSC Storm G01",922,2.15,1.08,28,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"ISC Gunners A G02",919,1.78,1.28,42,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"BSC Portland Black-Legends G03",918,1.42,1.6,29,"OR","G03","PTT G03 Premier","","Spr OYS G03 Premier","OYS State Cup G03"
"WPFC Fury Black G01",918,1.91,1.18,36,"WA","G01","PSPL Classic 1 U13,","","Spr PSPL SuperLeague 2 U13","WA Cup GU13 Gold/Platinum U13"
"FC Spokane Black 2 G01",918,1.36,1.66,28,"WA","G01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Whatcom FC Rangers Blue G01",915,1.51,1.47,31,"WA","G01","RCL G01 Div 4, RCL G01 7V2","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"Crossfire Premier J James G01",914,1.69,1.31,44,"WA","G01","RCL G01 Div 3","","Win RCL G01 Div 3","WYS Presidents Cup G01 Div 2"
"McMinnville MYSA Fire G00",914,1.66,1.33,17,"OR","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2",""
"Eastside FC White G02",913,1.7,1.29,42,"WA","G02","RCL G02 Div 2","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Rogue Valley Timbers White G00",912,1.7,1.28,9,"OR","G00","","","",""
"ETFC Force Black G02",909,2.14,0.99,37,"OR","G02","PTT G02 Premier","","Spr OYS G02 Premier","OYS State Cup G02"
"Washington Timbers Forest G00",909,1.54,1.38,34,"WA","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"PCU Black G00",907,1.16,1.81,16,"OR","G00","","","",""
"CYSA Timber Barons Green G01",906,1.55,1.35,23,"WA","G01","PTT-B G01 Thorns Div 1","","",""
"West Seattle En Fuego G01",903,1.63,1.25,21,"WA","G01","","","",""
"FC Portland White G01",903,1.38,1.48,41,"OR","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"PacNW White G01",898,1.19,1.66,44,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"Crossfire Select Wilkinson G01",898,1.44,1.36,27,"WA","G01","NPSL G13D1","","","Founders Cup G01"
"Seattle United Shoreline White G00",898,1.22,1.62,30,"WA","G00","NPSL G14D2","","Spr NPSL G14D2","Founders Cup G00"
"Crossfire OR WUSC Atletico White G02",897,1.47,1.33,39,"OR","G02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12"
"Wenatchee Fire Black G01",895,1.08,1.78,36,"WA","G01","PSPL Classic 1 U13","","Spr PSPL-Inland Div 1 U13","WA Cup GU13 Silver/Bronze U13"
"Harbor Lasers G00",894,1.69,1.14,11,"WA","G00","DIII G14D1","","",""
"Cascade Rademacher G00",893,1.37,1.39,12,"WA","G00","DIII G14D1","","",""
"NW United Premier G01",889,2.26,0.82,36,"WA","G01","PSPL Premier U13,","","Spr PSPL SuperLeague 2 U13","WA Cup GU13 Gold/Platinum U13"
"Norpoint FC Nagel G00",888,2.01,0.92,36,"WA","G00","NPSL G14D2","","Spr NPSL G14D1","Founders Cup G00"
"BSC Portland Gold-Tiempo G00",887,1.83,1,24,"OR","G00","PTT-B G00 Thorns Div 1","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"ETFC Cypress Red G01",887,1.33,1.37,31,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"Pacific FC Revolution G03",886,1.99,0.91,49,"WA","G03","OPL Premier U11","","Spr OPL Mt Hood Div U11","NWCL U11, WA Cup GU11 Gold/Platinum U11"
"Kidsport Rolling Thunder G01",885,1.69,1.07,29,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"Westside Timbers Copa TS G03",884,1.34,1.33,42,"OR","G03","PTT G03 Premier","","Spr OYS G03 Premier","OYS State Cup G03"
"Spokane Scotties Picicci G00",884,1.55,1.15,21,"WA","G00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"FC Nova White G01",883,1.52,1.17,20,"ID","G01","Idaho D3 A U13","","Spr Idaho D3 A U13",""
"ASE Emerald G02",883,2.17,0.82,40,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","NWCL U12, WA Cup GU12 Gold/Platinum U12"
"PSA Force G01",882,1.76,1.01,27,"WA","G01","NPSL G13D1","","","Founders Cup G01"
"Thelo Kryptonite G00",880,2.1,0.83,41,"OR","G00","OPL 2nd Div U14","","Spr OPL Clatskanie Div U14","Directors Cup OPL Silver U14"
"Emerald City FC Green G00",880,2.22,0.79,31,"WA","G00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14","WA Cup GU14 Bronze U14"
"Highline Premier Blue G01",879,1.53,1.13,41,"WA","G01","PSPL Premier U13","","Spr PSPL SuperLeague U13","WA Cup GU13 Gold/Platinum U13"
"Foothills SC Rangers White G00",878,2.39,0.72,27,"OR","G00","OPL 2nd Div U14","","Spr OPL Tabor Div U14",""
"FWFC Blue G02",874,1.49,1.12,36,"WA","G02","RCL G02 Div 2","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Bend FC Timbers White G00",873,1.34,1.23,27,"OR","G00","PTT-B G00 Thorns Div 1","","Spr OYS G00 Div 1","OYS Presidents Cup G00"
"Canby United Volts G01",869,1.34,1.21,27,"OR","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13",""
"UPSC Breakers G00",869,1.14,1.42,15,"WA","G00","DIII G14D1","","",""
"WPFC B G02",866,1.19,1.34,49,"WA","G02","RCL G02 Div 2, RCL G02 7V2","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"North Whidbey Islanders G00",866,1.85,0.86,18,"WA","G00","NPSL G14D2","","",""
"Kitsap Alliance Black G01",865,0.97,1.62,37,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"THUSC Selenium Black G03",864,2.02,0.77,52,"OR","G03","OPL Premier U11","","Spr OPL Mt Bachelor Div U11","NWCL U11, OPL State Cup U11"
"Boise Nationals SC Premier G03",862,1.33,1.16,18,"ID","G03","Idaho D3 A U11","","","NWCL U11"
"Snohomish United Black G03",861,1.78,0.86,44,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"Idaho Rush Nero G01",861,1.49,1.03,22,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"FC Edmonds Black Ice G02",860,1.39,1.09,29,"WA","G02","PSPL Classic 1 U12","","","WA Cup GU12 Gold/Platinum U12"
"TC United G00",860,1.51,1,29,"WA","G00","DIII G14D1","","Spr PSPL Copa U14","Founders Cup G00"
"Meridian United FC Red G01",858,1.68,0.89,24,"ID","G01","Idaho D3 A U13","","Spr Idaho D3 B U13",""
"BSC Portland Gold-Tiempo G02",858,1.06,1.41,28,"OR","G02","PTT-B G02 Championship","","Spr OYS G02 Premier","OYS Presidents Cup G02, OYS State Cup G02"
"Spokane Scotties Klein G02",858,1.02,1.47,28,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Gold/Platinum U12"
"PCU Red G01",858,1.22,1.23,31,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 Green","OYS Presidents Cup G01"
"Rogue Valley Timbers Red G02",852,1.27,1.13,38,"OR","G02","PTT G02 Premier","","Spr OYS G02 Premier","OYS State Cup G02"
"NSC Reign G01",851,1.85,0.77,24,"WA","G01","NPSL G13D2","","","Founders Cup G01"
"Nationals West Blue G01",851,1.55,0.92,13,"ID","G01","Idaho D3 A U13","","Spr Idaho D3 A U13",""
"BYSC Select Blue Angels G02",851,1.07,1.33,36,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"Azul FC Stampede G00",849,1.45,0.97,8,"OR","G00","","","Spr OYS G00 Div 2",""
"Chugiak 03 Flurry G02",847,1.25,1.11,9,"AK","G02","","","",""
"PacNW Maroon G03",846,1.45,0.95,41,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 1","WYS Presidents Cup G03 Div 1"
"TC United G01",843,1.34,1,34,"WA","G01","PSPL Classic 1 U13","","Spr PSPL SuperLeague 2 U13","WA Cup GU13 Gold/Platinum U13"
"Westside Timbers Mundial TS G00",843,0.9,1.49,31,"OR","G00","PTT-B G00 Thorns Div 2","","Spr OYS G00 Div 2","OYS Presidents Cup G00"
"Normandy Park SC Blue G03",841,1.45,0.92,47,"WA","G03","PSPL Premier U11","","Spr PSPL SuperLeague U11","NWCL U11, WA Cup GU11 Gold/Platinum U11"
"FWFC Blue G01",840,0.78,1.69,40,"WA","G01","RCL G01 Div 3, RCL G01 7V2","","Win RCL G01 Div 3","WYS Presidents Cup G01 Div 2"
"FC Spokane White G00",839,0.98,1.34,28,"WA","G00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"FC Tacoma Blue G01",838,1.49,0.87,32,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13",""
"Sandpoint Strikers G01",835,1.34,0.95,22,"ID","G01","NWL U13","","Spr NWL U13/U14 BRACKET A U14",""
"FC Salmon Creek Nemesis White G02",835,1.46,0.87,45,"WA","G02","OPL Premier U12","","Spr OPL Zig Zag Div U12","NWCL U12, WA Cup GU12 Gold/Platinum U12"
"Jackson Hole United G00",834,1.26,1,12,"WY","G00","","","",""
"Jackson Hole United G01",834,0.91,1.39,11,"WY","G01","","","",""
"Valley YSA Wohl G00",832,1.19,1.05,10,"ID","G00","NWL U14","","Spr NWL U13/U14 BRACKET B U14",""
"Crossfire Select Reimbold G02",832,1.11,1.13,37,"WA","G02","NPSL G12D1","","Spr NPSL G12D1","Founders Cup G02"
"WA Rush G03",830,1.06,1.16,46,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 1"
"Highline Premier Blue G02",828,1.05,1.15,29,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"Washington Timbers Red G03",827,1.28,0.94,40,"WA","G03","PTT G03 Premier","","Spr OYS G03 Premier","NWCL U11, OYS State Cup G03"
"Crossfire OR LOSC Defeeters G02",826,1.24,0.97,42,"OR","G02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12, Directors Cup OPL Gold U12"
"Eastside Timbers Black G01",824,1.29,0.92,34,"OR","G01","PTT-B G01 Championship","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"BIFC Blue G01",824,1.29,0.92,28,"WA","G01","NPSL G13D2","","","Founders Cup G01"
"Idaho Crossfire Inferno G01",823,1.44,0.81,23,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"CSC Storm G02",818,1.12,1.01,43,"OR","G02","PTT G02 Premier","","Spr OYS G02 Premier","OYS State Cup G02"
"Kitsap Alliance Black G00",818,1.74,0.65,29,"WA","G00","NPSL G14D2","","Spr NPSL G14D2","Founders Cup G00"
"Sabers White G00",817,0.67,1.68,17,"WA","G00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"Sawtooth United FC G00",817,1.41,0.8,9,"ID","G00","","","Spr Idaho D3 U14 Bracket B WEST U14",""
"Lakeland Nighthawks Lowe G00",816,1.99,0.56,14,"ID","G00","NWL U14","","Spr NWL U13/U14 BRACKET B U14",""
"SGESC Fusion Blue G00",816,0.95,1.17,19,"WA","G00","PSPL Copa U14","","",""
"MRFC White G00",815,0.9,1.23,27,"WA","G00","PSPL Copa U14","","Spr PSPL Copa U14",""
"Gala FC G00",814,1.14,0.97,19,"WA","G00","PSPL Copa U14","","",""
"Rogue Valley Timbers White G01",814,0.92,1.19,9,"OR","G01","","","",""
"Cobra World AllStarz G00",814,1.17,0.94,15,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"Wenatchee Fire White G01",813,1.63,0.67,35,"WA","G01","PSPL Classic 2 U13","","","WA Cup GU13 Silver/Bronze U13"
"Crossfire OR LOSC Thunder G01",810,1.2,0.89,36,"OR","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"Wenatchee Valley United Real G00",808,1.19,0.89,20,"WA","G00","PSPL Classic 1 U14","","",""
"FWFC Blue G03",807,1.11,0.95,42,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"Tacoma United Mojonera G03",807,1.8,0.58,8,"WA","G03","","","",""
"FC Columbia County G01",807,0.85,1.24,27,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"Seattle Celtic Green G03",805,1.04,0.99,43,"WA","G03","PSPL Premier U11","","Spr PSPL SuperLeague U11","WA Cup GU11 Gold/Platinum U11"
"Washington Timbers Lime G01",802,1.26,0.8,29,"WA","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"Crossfire OR SSC Ruckus G02",802,0.71,1.43,40,"OR","G02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12, Directors Cup OPL Silver U12"
"Silver Falls United Hurricanes G01",801,1.29,0.78,32,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 1 White","OYS Presidents Cup G01"
"CYSA Timber Barons Green G02",800,1.34,0.74,27,"WA","G02","PTT-B G02 Championship","","","WYS Presidents Cup G02 Div 2"
"Crossfire OR SSC Storm G01",799,1.14,0.87,43,"OR","G01","OPL Premier U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Gold U13"
"ASE Emerald G03",796,1.19,0.82,37,"WA","G03","PSPL Premier U11","","Spr PSPL Classic 2 U12","NWCL U11, WA Cup GU11 Gold/Platinum U11"
"MVP Marauders Navy G02",794,1.19,0.8,39,"WA","G02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"Surrey United 2004G",792,0.64,1.47,8,"BC","2004G","","","",""
"Breakers Andersson G01",791,1.49,0.63,38,"WA","G01","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14","WA Cup GU13 Silver/Bronze U13"
"Crossfire OR WUSC Celtic Navy G00",789,0.96,0.97,36,"OR","G00","OPL 2nd Div U14","","Spr OPL Tabor Div U14","Directors Cup OPL Silver U14"
"McMinnville MYSA Blaze G01",787,1.17,0.78,12,"OR","G01","PTT-B G01 Thorns Div 2","","",""
"Snohomish United Red G00",785,0.8,1.13,16,"WA","G00","NPSL G14D2","","",""
"Idaho Rush Blue G02",784,1.31,0.68,25,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12",""
"SGESC Fusion Red G00",783,1.19,0.74,14,"WA","G00","DIII G14D1","","","Founders Cup G00"
"FC Edmonds Elite G01",783,1.4,0.63,39,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 1 U13","WA Cup GU13 Silver/Bronze U13"
"WSA Rapids Navy G03",782,1.58,0.56,12,"WA","G03","","","",""
"FC Spokane Black G02",781,1.17,0.75,29,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12",""
"THUSC Rhodium G00",780,0.68,1.29,38,"OR","G00","OPL 2nd Div U14","","Spr OPL Tabor Div U14","Directors Cup OPL Silver U14"
"CWSA Navy G02",779,1.03,0.84,33,"WA","G02","PSPL Classic 1 U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"FC Nova Pink G02",779,1.97,0.44,23,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12",""
"Seattle United W Blue G01",777,0.93,0.92,28,"WA","G01","NPSL G13D2","","","Founders Cup G01"
"NORTAC Comets G01",776,0.86,0.99,27,"WA","G01","PSPL Premier U13","","Spr PSPL SuperLeague 2 U13","WA Cup GU13 Gold/Platinum U13"
"SSC Shadow B G01",774,1.17,0.71,27,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 5",""
"CB United Ephrata G00",774,1.44,0.58,16,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 1 U14",""
"SSC Shadow United Benjamin G01",773,0.98,0.85,26,"WA","G01","NWL U14","","Spr NWL U13/U14 BRACKET A U14",""
"Pacific FC Force G01",773,1.06,0.78,41,"WA","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"Bend FC Timbers Red G02",772,0.73,1.12,34,"OR","G02","PTT G02 Premier","","Spr OYS G02 Premier",""
"Real Middleton Roma G01",771,1.2,0.68,17,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
