"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"Crossfire Oregon Black East B00",1119,3.72,2.45,39,"OR","B00","OPL 1st Div U14","","Spr OPL Chinook Div U14","OPL State Cup U14, Directors Cup OPL Silver U14"
"NWSC B00",1119,3.24,2.81,14,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14",""
"Cobra SC B00",1116,3.86,2.32,16,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14",""
"FC Portland Navy B01",1116,4.18,2.14,32,"OR","B01","OPL NPL U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13"
"Bend FC Timbers Red B00",1114,4.94,1.78,31,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"Cobra Aguilitas B01",1111,4.43,1.95,20,"WA","B01","PSPL Premier U13","","","WA Cup BU13 Gold/Platinum U13"
"Seattle United S Black B00",1110,3.67,2.33,28,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"FC Alliance A B02",1109,2.93,2.9,39,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","FWRL02, WYS Championship B02"
"Idaho Arsenal United B00",1108,4.69,1.8,19,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14",""
"UPSC Lightning B00",1106,3.01,2.77,34,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14","Founders Cup B00"
"Crossfire Premier B B01",1106,2.71,3.07,44,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"Seattle United S Blue B00",1105,4.2,1.97,32,"WA","B00","NPSL B14D1","","Spr NPSL B14D1","Founders Cup B00"
"BSC HR Tiempo B00",1105,4.2,1.97,12,"OR","B00","PTT-B B00 Timbers Div 1","","",""
"ISC Gunners C B00",1101,4.04,2,38,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14","WA Cup BU14 Silver/Bronze U14"
"FPSC Strikers B99",1101,3.58,2.25,23,"WA","B99","PSPL Copa U15","","",""
"Snohomish United Black B01",1100,4.06,1.98,45,"WA","B01","RCL B01 Div 2, RCL B01 7V2","","Win RCL B01 Div 2","NWCL U13, WYS Championship B01"
"PCU Black B99",1098,4.09,1.93,15,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Sting SC Valencia B01",1097,3.18,2.46,41,"ID","B01","PSPL Premier U13","","Spr PSPL SuperLeague U13","FWRL01"
"TUSK Vipers B00",1096,5.29,1.47,38,"WA","B00","NPSL B14D2","","Spr NPSL B14D1","Founders Cup B00"
"Crossfire Oregon Black B99",1095,4.14,1.87,20,"OR","B99","","","Win OPL First Div U18","OPL State Cup U15"
"FC Spokane Grey A B99",1092,4.23,1.78,16,"WA","B99","PSPL-Inland U16","","",""
"THUSC Steel B00",1091,4.12,1.82,42,"OR","B00","OPL 1st Div U14","","Spr OPL Chinook Div U14","OPL State Cup U14, Directors Cup OPL Silver U14"
"Central WA SA Grey B01",1089,3.84,1.93,31,"WA","B01","PSPL Premier U13","","Spr PSPL SuperLeague U13","WA Cup BU13 Gold/Platinum U13"
"Pacific FC Blue-Dynamos B99",1089,3.36,2.2,24,"WA","B99","PSPL Classic 2 U15","","",""
"Crossfire Foundation ADP 2003B",1088,3.59,2.06,8,"WA","2003B","","","","NWCL U12"
"Neto United B00",1088,3.59,2.06,18,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"Central California Aztecs White B98",1088,2.32,3.18,12,"CAS","B98","SCDL Fl1 U16","","",""
"Crossfire Select Enslow B99",1088,4.11,1.79,26,"WA","B99","NPSL B15D2","","","Founders Cup B99"
"CB United B00",1088,5.09,1.44,30,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL SuperLeague 2 U14","WA Cup BU14 Gold/Platinum U14"
"CSC Storm B00",1086,3.53,2.05,33,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"PCU Black B00",1086,2.92,2.48,25,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"LASC Atlas B00",1083,4.56,1.56,8,"OR","B00","","","Spr OYS B00 Div 2",""
"Washington East SC B00",1082,3.02,2.34,34,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14","WA Cup BU14 Gold/Platinum U14"
"Washington Timbers Warriors B99",1081,3.86,1.82,10,"WA","B99","","","",""
"PYSA The Black Mambas B00",1079,2.55,2.71,37,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"Westside Timbers Mundial B00",1077,4.24,1.6,33,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2","OYS Presidents Cup B00"
"Storm King B00",1074,3.43,1.95,42,"WA","B00","NPSL B14D1","","Spr NPSL B14D2","Founders Cup B00"
"NW United Premier B00",1071,2.46,2.65,37,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 1 U14","WA Cup BU14 Silver/Bronze U14"
"Fraser Valley Selects 2002B",1071,3.46,1.89,9,"BC","2002B","","","",""
"FME Xtreme B00",1070,2.01,3.22,18,"WA","B00","DIII B14D1","","","Founders Cup B00"
"Impact FC Black B00",1068,3.21,2,38,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 2 U14","WA Cup BU14 Silver/Bronze U14"
"Redmond FC B00",1067,3.21,1.98,11,"OR","B00","","","Spr OYS B00 Div 2","OYS State Cup B00"
"THUSC Titanium B01",1067,2.77,2.29,46,"OR","B01","OPL NPL U13","","Spr OPL Hoodoo Div U13","NWCL U13, OPL State Cup U13"
"PacNW White B01",1067,2.63,2.41,48,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"Kitsap Pumas 2 B99",1067,3.19,1.99,19,"WA","B99","PSPL Classic 2 U15","","",""
"Dragons FC B00",1066,3.98,1.59,8,"WA","B00","","","Spr PSPL Classic 1 U14",""
"NW United Premier B01",1066,3.31,1.91,51,"WA","B01","PSPL Premier U13,","","Spr PSPL SuperLeague U13","WA Cup BU13 Gold/Platinum U13"
"Boise Nationals Galaxy B01",1065,2.84,2.22,29,"ID","B01","Idaho D3 A U13, Idaho D3 U14","","Spr Idaho D3 A U13","FWRL01"
"ISC Gunners A B01",1065,2.72,2.31,34,"WA","B01","PSPL Premier U13","","Spr PSPL SuperLeague U13","NWCL U13"
"Highline Premier Blue B00",1063,2.83,2.19,35,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14","WA Cup BU14 Silver/Bronze U14"
"Tynecastle FC B01",1063,3.01,2.05,28,"WA","B01","PSPL Premier U13","","",""
"Seattle United NE Blue B99",1062,3.42,1.79,21,"WA","B99","NPSL B15D2","","","Founders Cup B99"
"Westside Timbers Copa B02",1060,2.74,2.21,63,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","FWRL02, NWCL U12, OYS State Cup B02"
"PacNW Blue B01",1059,3.11,1.93,49,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"RSA Elite B01",1059,3.71,1.62,40,"WA","B01","PSPL Premier U13","","Spr PSPL SuperLeague U13","NWCL U13, WA Cup BU13 Gold/Platinum U13"
"Kitsap Pumas 1 B00",1056,3.34,1.77,32,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14",""
"Real Middleton AC Milan B00",1056,2.69,2.18,13,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14",""
"Westside Timbers Mundial B99",1055,3.25,1.8,14,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Blue Mountain Jaguars B01",1054,3.11,1.87,13,"WA","B01","","","","WYS Presidents Cup B01 Div 2"
"MVP Rapids White B99",1052,1.86,3.08,22,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"FC Tacoma Blue B00",1051,3.95,1.44,35,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14","WA Cup BU14 Gold/Platinum U14"
"ISC Gunners B B99",1051,3.08,1.85,22,"WA","B99","PSPL Copa U15","","",""
"NWN Red B01",1049,2.93,1.91,42,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"Wenatchee Fire White B99",1048,3.49,1.6,10,"WA","B99","PSPL-Inland U16","","",""
"Eastside Timbers Black B00",1047,3.42,1.62,41,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"Washington Timbers Forest B00",1046,3.69,1.49,35,"WA","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"Capital FC Timbers Red B02",1046,2.53,2.17,44,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","FWRL02, OYS State Cup B02"
"Crossfire Select Buckley B00",1044,3.33,1.62,25,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Spokane Scotties Manthei B00",1041,3.08,1.73,19,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"NSC Dynamo B00",1041,3.3,1.61,31,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Dragons FC B01",1036,3.61,1.42,44,"WA","B01","PSPL Classic 1 U13","","Spr PSPL SuperLeague U13",""
"3 Rivers Grey B00",1034,3.61,1.4,32,"WA","B00","NWL BU14","","Spr NWL BU14",""
"Crossfire Premier A B03",1034,2.9,1.74,43,"WA","B03","RCL B02 Div 1","","Win RCL B02 Div 2","WYS Presidents Cup B03 Div 1"
"THUSC McDonnell B00",1032,1.96,2.55,24,"OR","B00","OPL 1st Div U14","","Spr OPL Clatskanie Div U14","Directors Cup OPL Silver U14"
"BSC Portland Vapor B00",1032,2.31,2.16,25,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"NEU Lazio White B01",1030,3.13,1.58,35,"OR","B01","OPL 1st Div U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13"
"HSC Milan B01",1029,3.75,1.3,34,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Slammers White B99",1027,3.65,1.32,26,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"Idaho Rush Premier B00",1026,2.36,2.02,19,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"Lake Hills Fury B00",1026,2.51,1.91,27,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Washington Timbers Burgundy B99",1025,2.53,1.88,29,"WA","B99","PTT B99 Premier","","","Founders Cup B99"
"Whatcom Rangers Blue B01",1024,2.47,1.91,40,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 2"
"NEU Ajax White B00",1021,2.8,1.66,25,"OR","B00","OPL NPL U14","","Spr OYS B00 Div 1","OYS State Cup B00"
"CSC Storm Navy B01",1021,4.17,1.11,30,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Eastside FC Red B02",1020,2.58,1.78,44,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","FWRL02, NWCL U12, WYS Championship B02"
"Crossfire Oregon Black West B00",1018,2.11,2.14,33,"OR","B00","OPL 1st Div U14","","Spr OPL Chinook Div U14","OPL State Cup U14, Directors Cup OPL Silver U14"
"Crossfire Yakima B00",1018,2.39,1.89,39,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Jackson Hole United B00",1017,1.82,2.48,13,"WY","B00","","","",""
"Seattle United W Blue B00",1014,2.79,1.58,22,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"Crossfire Oregon Green I B01",1013,2.54,1.72,35,"OR","B01","OPL NPL U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13"
"Seattle United W Blue B01",1013,2.14,2.04,30,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"Harbor Premier Green B00",1011,2.58,1.68,42,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"MVP Rapids Navy B00",1011,2.46,1.75,30,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14",""
"TSS Academy B01",1010,2.14,2,8,"OR","B01","","","",""
"Moscow United B00",1010,2.84,1.51,26,"ID","B00","NWL BU14","","Spr NWL BU14",""
"THSSP Revolution B00",1010,2.55,1.68,9,"OR","B00","","","",""
"BSC Portland Gold-Tiempo B99",1008,2.42,1.75,21,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Westside Timbers Samba B01",1008,2.97,1.43,39,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Bend FC Timbers Red B01",1008,2.85,1.49,32,"OR","B01","PTT B01 Premier","","Spr OYS B01 Premier","OYS State Cup B01"
"FC Nova White B00",1002,2.45,1.66,21,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"WPFC Black B02",1000,2.47,1.62,45,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","NWCL U12, WYS Championship B02"
"Washington Timbers Red B02",999,2.54,1.57,48,"WA","B02","PTT B02 Premier","","Spr OYS B02 Premier","NWCL U12, OYS State Cup B02"
"Pacific FC Blue B01",997,2.87,1.37,28,"WA","B01","OPL NPL U13","","",""
"TUSK United B01",997,2,1.95,34,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"NEU Barca White B02",991,2.9,1.3,48,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","FWRL02, NWCL U12, OYS State Cup B02"
"Chilliwack FC Selects 2002B",990,3.33,1.12,8,"BC","2002B","","","",""
"BSC Portland Black-Legends B01",990,2.16,1.72,25,"OR","B01","PTT B01 Premier","","Spr OYS B01 Div 1",""
"XiFA 2020 B01",989,2.37,1.56,28,"WA","B01","PSPL Classic 1 U13","","",""
"Eastside FC Grey B00",987,2.44,1.5,35,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Seattle Celtic Green B01",983,2.26,1.58,38,"WA","B01","PSPL Classic 1 U13","","Spr PSPL SuperLeague 2 U13","WA Cup BU13 Gold/Platinum U13"
"Thelo Cosmos Green B01",982,3.31,1.07,33,"OR","B01","OPL 1st Div U13","","","Directors Cup OPL Gold U13"
"Whatcom Rangers White B99",982,2.55,1.39,18,"WA","B99","NPSL B15D2","","","Founders Cup B99"
"Washington Timbers Forest B01",978,1.95,1.76,32,"WA","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Sabers Rice B99",977,2.43,1.4,10,"WA","B99","PSPL-Inland U16","","",""
"Thelo Cosmos B01",975,2,1.68,12,"OR","B01","","","Spr OPL Hoodoo Div U13","OPL State Cup U13"
"Pacific FC Orange-Galaxy B00",974,2.76,1.21,30,"WA","B00","OPL 1st Div U14","","Spr OPL Clatskanie Div U14",""
"Cobra Morritos B01",972,2.16,1.52,16,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Breakers Red B00",969,1.8,1.79,40,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14","WA Cup BU14 Gold/Platinum U14"
"Capital FC Timbers Red B01",969,2.81,1.14,32,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Seattle United Shoreline Blue B00",963,2.15,1.44,28,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"Mercer Island FC Tornado B99",963,1.49,2.07,15,"WA","B99","NPSL B15D2","","",""
"Seattle United Nova B01",960,2.47,1.23,17,"WA","B01","","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Slammers Orange B01",958,3.42,0.87,43,"WA","B01","RCL B01 Div 3, RCL B01 7V2","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 1"
"FWFC Blue B01",958,2.48,1.2,36,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 2"
"Emerald City FC Green B00",957,2.27,1.31,23,"WA","B00","PSPL Copa U14","","","WA Cup BU14 Silver/Bronze U14"
"FC Salmon Creek Cobras B01",956,2.75,1.07,45,"WA","B01","OPL 1st Div U13","","Spr OYS B01 Div 1","WYS Presidents Cup B01 Div 1, Directors Cup OPL Gold U13"
"TC United B00",953,1.78,1.63,34,"WA","B00","PSPL Copa U14","","Spr PSPL Classic 3 U14","WA Cup BU14 Silver/Bronze U14"
"Washington East SC B01",950,2.61,1.08,29,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL SuperLeague 2 U13",""
"SESC Celtic B01",948,2.95,0.94,34,"OR","B01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Gold U13"
"Idaho Rush Premier B01",946,2.42,1.13,22,"ID","B01","Idaho D3 A U13","","Spr Idaho D3 A U13",""
"FC Tacoma White B99",946,2.22,1.23,19,"WA","B99","PSPL Copa U15","","",""
"Pullman Pumas B00",943,2.98,0.9,23,"WA","B00","NWL BU14","","Spr NWL BU14",""
"ETFC Rovers Red B00",942,1.96,1.36,31,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 2","OYS Presidents Cup B00"
"Crossfire Select Merrick B00",940,1.65,1.61,26,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Crossfire Premier B B02",939,1.81,1.45,46,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 1"
"THUSC Steel Green B00",934,1.99,1.27,8,"OR","B00","","","Spr OPL Clatskanie Div U14",""
"Mercer Island FC Heat B01",931,2.38,1.05,19,"WA","B01","NPSL B13D1","","","WYS Presidents Cup B01 Div 2"
"Desna SC B00",931,2.4,1.03,12,"WA","B00","PSPL Classic 2 U14","","",""
"FPSC Cougars B00",931,1.98,1.25,8,"WA","B00","","","Spr PSPL Copa U14",""
"Academia Leon B01",928,2.26,1.07,21,"OR","B01","PTT-B B01 Championship","","","OYS Presidents Cup B01"
"Seattle United Tango B02",927,1.52,1.58,42,"WA","B02","RCL B02 Div 2, RCL B02 7V2","","Win RCL B02 Div 1","WYS Championship B02"
"FC Portland Navy B02",924,2.06,1.14,47,"OR","B02","OPL Premier U12","","Spr OPL Hoodoo Div U13","NWCL U12, OPL State Cup U12"
"Wenatchee Fire Black B02",923,1.53,1.53,36,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"WA Rush B01",922,2.34,1,43,"WA","B01","RCL B01 Div 3, RCL B01 7V2","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 2"
"Timber Barons B00",922,1.76,1.32,30,"WA","B00","PTT-B B00 Championship","","Spr OYS B00 Div 2",""
"Whatcom Rangers White B00",921,1.93,1.2,32,"WA","B00","NPSL B14D3","","Spr NPSL B14D2","Founders Cup B00"
"Snohomish United Red B00",920,1.64,1.39,34,"WA","B00","RCL B00 Div 4","","Spr NPSL B14D2",""
"THUSC DeRocher B00",920,1.67,1.37,11,"OR","B00","OPL 1st Div U14","","",""
"FC Alliance B B01",916,1.88,1.19,33,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"RVSC Timbers Red B01",916,2.46,0.91,34,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01, OYS State Cup B01"
"VYSA Hill B00",914,1.85,1.19,18,"ID","B00","NWL BU14","","Spr NWL BU14",""
"MVP Rapids Navy B01",913,1.92,1.14,41,"WA","B01","PSPL Classic 1 U13","","Spr PSPL SuperLeague 2 U13","WA Cup BU13 Gold/Platinum U13"
"Kitsap Alliance FC Red B01",912,1.83,1.19,46,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Kitsap Pumas 2 B00",912,1.9,1.15,19,"WA","B00","PSPL Copa U14","","Spr PSPL Classic 3 U14",""
"Storm King Blue B01",911,1.88,1.15,20,"WA","B01","NPSL B13D1","","",""
"Eastside Timbers Black B02",908,1.58,1.34,44,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Div 1","OYS State Cup B02"
"SGESC Fusion Red B00",908,2.16,0.98,29,"WA","B00","DIII B14D1","","Spr NPSL B14D1","WYS Presidents Cup B00 Div 2"
"Emerald City FC Green B01",907,1.48,1.41,37,"WA","B01","PSPL Premier U13","","Spr PSPL Classic 1 U13","WA Cup BU13 Silver/Bronze U13"
"Normandy Park FC White B02",906,1.53,1.37,39,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"NWN Red B02",906,1.98,1.05,41,"WA","B02","RCL B02 Div 1, RCL B02 7V2","","Win RCL B02 Div 2","WYS Championship B02"
"NSC Thunder B01",902,2.11,0.96,18,"WA","B01","NPSL B13D1","","",""
"FC Spokane Black B01",902,2.2,0.92,26,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Kent United White B01",902,1.64,1.24,46,"WA","B01","PSPL Classic 2 U13","","Spr PSPL SuperLeague 2 U13","WA Cup BU13 Gold/Platinum U13"
"Azul FC Gladiators B01",901,1.86,1.09,34,"OR","B01","OPL 1st Div U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13, Directors Cup OPL Silver U13"
"Santos FC Halcones B01",900,2.09,0.96,13,"OR","B01","PTT-B B01 Timbers Div 1","","","OYS Presidents Cup B01"
"Kent United Green B01",894,1.85,1.04,31,"WA","B01","NPSL B13D2","","","WYS Presidents Cup B01 Div 2, Founders Cup B01"
"South Tacoma United Garcia B01",893,1.82,1.05,20,"WA","B01","DIII B13D1","","","WYS Presidents Cup B01 Div 2, Founders Cup B01"
"Harbor Premier Green B01",893,1.82,1.05,37,"WA","B01","RCL B01 Div 4, RCL B01 7V2","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Crossfire Oregon Green III B01",892,1.72,1.1,34,"OR","B01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Gold U13"
"Kent United White B00",891,2.21,0.85,22,"WA","B00","NPSL B14D3","","","WYS Presidents Cup B00 Div 2"
"Boise Nationals Athletico B00",891,1.68,1.12,27,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"NSC Vortex B01",887,1.97,0.93,24,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"South Tacoma United Blanco B01",887,2.07,0.88,23,"WA","B01","DIII B13D1","","","WYS Presidents Cup B01 Div 2, Founders Cup B01"
"Cheney Storm Hemenway B00",886,1.82,1,15,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"Crossfire Oregon Green II B01",886,1.65,1.09,37,"OR","B01","OPL 1st Div U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13, Directors Cup OPL Gold U13"
"ETFC Valencia Black B01",885,2.25,0.8,32,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS State Cup B01"
"Seattle United Copa B03",883,1.83,0.98,38,"WA","B03","RCL B03 Div 1","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1, NWCL U11"
"Central WA SA Navy B01",882,2.13,0.83,37,"WA","B01","PSPL Classic 1 U13,","","Spr PSPL SuperLeague 2 U13",""
"PSA Force Black B00",882,2.49,0.71,18,"WA","B00","NPSL B14D3","","","Founders Cup B00"
"FC Edmonds Riptide B01",882,1.78,0.99,28,"WA","B01","PSPL Classic 1 U13","","",""
"Eastside FC White B01",882,1.89,0.93,35,"WA","B01","RCL B01 Div 2, RCL B01 7V2","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"America FC B01",880,1.9,0.92,26,"WA","B01","PSPL Classic 2 U13","","Spr PSPL SuperLeague 2 U13",""
"PacNW Maroon B02",878,1.88,0.91,44,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","FWRL02, WYS Championship B02"
"SCORE Defiance B01",877,1.63,1.04,20,"WA","B01","NPSL B13D2","","",""
"Newport FC Cosmos B00",876,1.69,1.01,28,"WA","B00","NPSL B14D3","","Spr NPSL B14D2","Founders Cup B00"
"Washington Timbers Burgundy B01",876,1.86,0.91,35,"WA","B01","PTT-B B01 Timbers Div 1","","Spr OYS B01 Div 1","Founders Cup B01"
"Edmond Premier Titans B00",875,2.3,0.73,8,"WA","B00","","","","WA Cup BU14 Silver/Bronze U14"
"FWFC Sharks B00",875,2.1,0.8,16,"WA","B00","DIII B14D1","","",""
"Seattle Celtic Green B00",873,1.98,0.84,27,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Copa U14",""
"FC Tacoma Blue B01",871,1.94,0.85,37,"WA","B01","PSPL Classic 1 U13","","Spr PSPL SuperLeague 2 U13","WA Cup BU13 Gold/Platinum U13"
"Washington Timbers Green B01",867,1.65,0.96,35,"WA","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"SSC Shadow A B02",867,1.79,0.88,42,"WA","B02","RCL B02 Div 3","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 1"
"Mercer Island FC Gunners B00",866,1.84,0.86,23,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Idaho Rush Nero B01",863,1.51,1.03,16,"ID","B01","Idaho D3 A U13, Idaho D3 B U13","","Spr Idaho D3 B U13",""
"Idaho Rush Nero B00",862,1.4,1.1,20,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"BC Tigers Elite 2003B",862,1.76,0.87,10,"BC","2003B","","","",""
"PacNW White B00",856,1.52,0.97,43,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Blackhills FC Black B01",855,1.62,0.91,38,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 1"
"BYSC Select Venom B01",855,1.64,0.89,24,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"Eastside Timbers White B01",854,1.32,1.1,33,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"PCU White B00",851,1.52,0.94,23,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2",""
"Nortac Cruz Azul B01",851,2.18,0.65,10,"WA","B01","DIII B13D1","","",""
"Sting SC Ajax B00",850,1.27,1.12,38,"ID","B00","PSPL-Inland Div 1 U14, NWL BU14","","Spr NWL BU14",""
"3 Rivers Black B02",847,1.65,0.84,30,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 1","WYS Championship B02"
"SSC Shadow B B01",847,1.09,1.27,34,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 2"
"Seattle Celtic Green B02",842,1.52,0.88,32,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","NWCL U12"
"Sabers Rau B00",842,1.92,0.69,26,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"Eastside FC Grey B01",842,1.22,1.1,33,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Gala FC B00",841,0.97,1.37,21,"WA","B00","PSPL Copa U14","","",""
"SGESC Fusion Blue B00",840,1.52,0.87,26,"WA","B00","DIII B14D1","","Spr PSPL Copa U14","Founders Cup B00"
"Wenatchee Valley United Quincy B01",836,1.92,0.67,15,"WA","B01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 1 U13",""
"Salem Liverpool B01",833,1.8,0.7,8,"OR","B01","","","",""
