"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"West Coast FC B97",2238,169.43,125.62,16,"CAS","B97","SCDL Fl1 U17","","",""
"RSF Attack Academy B97",2185,149.81,98.5,12,"CAS","B97","SCDL Fl1 U17","","",""
"CA Rush B97",2178,158.76,88.4,12,"CAS","B97","SCDL Fl1 U17","","",""
"Santa Clarita Valley SC B97",2165,135.73,94.54,12,"CAS","B97","SCDL Fl1 U17","","",""
"FC Golden State Platinum B97",2145,192.9,58.16,12,"CAS","B97","SCDL Fl1 U17","","",""
"CA Rush B98",2141,88.25,123.02,12,"CAS","B98","SCDL Fl1 U16","","",""
"Beach FC Pena B97",2141,103.65,104.72,16,"CAS","B97","SCDL Fl1 U17","","",""
"FC Los Angeles Black B97",2087,87.12,85.67,12,"CAS","B97","SCDL Fl1 U17","","",""
"Beach FC Black B97",2082,156.43,46.25,10,"CAS","B97","SCDL Fl1 U17","","",""
"Strikers FC North B97",2048,122.77,46.45,11,"CAS","B97","SCDL Fl1 U17","","",""
"Del Mar Sharks B97",2039,78.69,68.19,12,"CAS","B97","SCDL Fl1 U17","","",""
"Whatcom Rangers Gold B95",2036,30.31,173.21,8,"WA","B95","","","",""
"Seattle United Copa B98",2034,83.98,61.77,31,"WA","B98","RCL B98 Div 1","","","FWRL98, WYS Championship B98"
"Seattle United Copa B96",2020,94.02,50.02,34,"WA","B96","RCL B96 Div 1","","","FWRL96, WYS Championship B96"
"Eastside FC Red B98",2019,68.78,68.02,38,"WA","B98","RCL B98 Div 1","","","FWRL98, WYS Championship B98"
"Pateadores CM B97",2016,88.77,51.56,12,"CAS","B97","SCDL Fl1 U17","","",""
"LA Galaxy Bakersfield B97",2013,96.85,46.28,12,"CAS","B97","SCDL Fl1 U17","","",""
"Snohomish United Black B96",1995,86.61,45.71,29,"WA","B96","RCL B96 Div 1","","","FWRL96, WYS Championship B96"
"Crossfire Oregon Green I WUSC Arsenal B97",1995,60.53,65.39,28,"OR","B97","","","Win OYS B97 Premier","NWCL U17, OYS State Cup B97"
"Real So Cal White B97",1977,76.75,45.57,12,"CAS","B97","SCDL Fl1 U17","","",""
"Downtown SC B97",1969,67.65,48.83,11,"CAS","B97","SCDL Fl1 U17","","",""
"WPFC Black B98",1965,55.74,57.49,45,"WA","B98","RCL B98 Div 1","","","NWCL U16, WYS Championship B98"
"Westside Timbers Copa B95",1959,74.05,41.72,10,"OR","B95","","","",""
"Del Mar Sharks White B98",1958,63.62,48.16,13,"CAS","B98","SCDL Fl1 U16","","",""
"Eastside FC Red B96",1952,56.25,52.17,36,"WA","B96","RCL B96 Div 1","","","FWRL96, WYS Championship B96"
"Idaho Rush Premier B97",1948,32.97,86.89,11,"ID","B97","","","Spr Idaho D3 U17 U17",""
"LA Galaxy South Bay Gold B97",1939,42.85,62.66,12,"CAS","B97","SCDL Fl1 U17","","",""
"Real So Cal Academy USSDA 1998B",1938,61.13,43.65,12,"CAS","1998B","SCDL Fl1 U17","","",""
"Emerald City FC Green B97",1935,36.61,71.45,28,"WA","B97","PSPL Premier U17","","",""
"Fusion FC 1998B",1934,41.2,62.71,8,"BC","1998B","","","",""
"West Coast FC B96",1932,75.09,34.14,17,"CAS","B96","SCDL Fl1 U19","","",""
"Cypress FC Black B97",1928,57.8,43,10,"","B97","SCDL Fl1 U17","","",""
"WPFC Black B96",1926,63.92,38.44,41,"WA","B96","RCL B96 Div 1","","","NWCL U18, WYS Championship B96"
"Eastside Timbers Black Barcelona B96",1923,71.25,33.63,33,"OR","B96","","","Win OYS B96 Premier","OYS State Cup B96"
"Idaho Rush Premier B96",1918,30.13,76.79,8,"ID","B96","","","Spr Idaho D3 U18 U18",""
"Legends FC B98",1916,54.16,42.18,13,"CAS","B98","SCDL Fl1 U16","","",""
"San Diego SC Academy Navy B98",1912,87.75,25.45,13,"CAS","B98","SCDL Fl1 U16","","",""
"FC Nova SuperNova Black B96",1912,43.26,51.57,16,"ID","B96","","","Spr Idaho D3 U18 U18",""
"RSF Attack Academy B98",1911,66.08,33.35,13,"CAS","B98","SCDL Fl1 U16","","",""
"WA Rush B96",1911,49.36,44.63,37,"WA","B96","RCL B96 Div 1","","","FWRL96, WYS Championship B96"
"WA Rush B98",1908,44.74,48.52,39,"WA","B98","RCL B98 Div 1","","","FWRL98, WYS Championship B98"
"SSC Shadow A B96",1907,55.97,38.4,33,"WA","B96","RCL B96 Div 2","","","WYS Championship B96"
"Crossfire Premier A B97",1906,55.89,38.21,35,"WA","B97","RCL B97 Div 1","","","WYS Championship B97"
"WPFC Black B97",1902,53.82,38.56,43,"WA","B97","RCL B97 Div 1","","","NWCL U17, WYS Championship B97"
"Pateadores Academy B97",1898,36.71,54.88,12,"CAS","B97","SCDL Fl1 U17","","",""
"Seattle United Copa B97",1896,54.71,36.5,28,"WA","B97","RCL B97 Div 1","","","WYS Championship B97"
"Strikers FC North McManus B95",1896,46.68,42.69,12,"CAS","B95","SCDL Fl1 U19","","",""
"La Roca Futbol Club 99 B98",1891,45.15,42.75,9,"UT","B98","","","",""
"San Diego Surf SC Academy I B97",1889,59.01,32.05,12,"CAS","B97","SCDL Fl1 U17","","",""
"Westside Timbers Copa B96",1888,51.26,36.85,31,"OR","B96","","","Win OYS B96 Premier","FWRL96, OYS State Cup B96"
"LA Galaxy South Bay Navy B97",1888,54.83,34.41,12,"CAS","B97","SCDL Fl1 U17","","",""
"Pateadores Irvine B98",1888,55.1,34.2,16,"CAS","B98","SCDL Fl1 U16","","",""
"PacNW Maroon B96",1887,51.52,36.37,34,"WA","B96","RCL B96 Div 1","","","WYS Championship B96"
"NWN Red B96",1884,46.32,39.62,37,"WA","B96","RCL B96 Div 2","","","WYS Championship B96"
"RVSC Timbers Red Adrenaline B97",1884,56.02,32.76,31,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"West Coast FC B00",1881,51.2,35.17,12,"CAS","B00","SCDL Fl1 U14","","",""
"San Diego SC Academy Navy B96",1880,39.68,44.97,11,"CAS","B96","SCDL Fl1 U19","","",""
"San Diego Surf SC Aguilar B99",1879,45.55,38.8,13,"CAS","B99","SCDL Fl1 U15","","",""
"Washington East SC Seely B96",1879,40.66,43.46,20,"WA","B96","PSPL Premier U19","","",""
"LA Galaxy Academy B00",1876,38.89,44.68,12,"CAS","B00","SCDL Fl1 U14","","",""
"Arsenal FC B98",1876,52.12,33.32,13,"CAS","B98","SCDL Fl1 U16","","",""
"Eastside FC Red B97",1875,44.93,38.39,39,"WA","B97","RCL B97 Div 1","","","FWRL97, WYS Championship B97"
"Chelsea SC Blue B97",1875,46.39,37.01,12,"CAS","B97","SCDL Fl1 U17","","",""
"Boise Nationals Milan B96",1872,40.58,41.65,16,"ID","B96","","","Spr Idaho D3 U18 U18","FWRL96"
"FC Portland Navy B97",1868,45.1,36.26,27,"OR","B97","","","Win OYS B97 Premier","NWCL U17, OYS State Cup B97"
"LA Galaxy Academy B98",1867,61.16,26.58,12,"CAS","B98","SCDL Fl1 U16","","",""
"Crossfire Premier A B96",1864,51.23,31.15,28,"WA","B96","RCL B96 Div 1","","","WYS Championship B96"
"Tynecastle FC B96",1862,54.77,28.83,29,"WA","B96","PSPL Premier U19","","","NWCL U18, WA Cup U18/19 Gold/Silver U19"
"Crossfire Premier A B98",1862,48.09,32.73,30,"WA","B98","RCL B98 Div 1","","","WYS Championship B98"
"San Diego SC Academy Navy B00",1861,34.15,45.92,16,"CAS","B00","SCDL Fl1 U14","","",""
"FC Portland Navy B96",1860,47.35,32.75,35,"OR","B96","","","Win OPL National Premier League U18, Win OYS B96 Premier","NWCL U18, OPL State Cup U18, OYS State Cup B96"
"ETFC Azzurri B96",1852,49.31,29.78,25,"OR","B96","","","Win OYS B96 Premier","OYS State Cup B96"
"Mercer Island FC United B96",1849,48.43,29.78,16,"WA","B96","NPSL B18M1","","",""
"Crossfire Oregon Green II B97",1849,43.73,32.81,29,"OR","B97","","","Win OPL National Premier League U18","OPL State Cup U17"
"FC Portland Navy B98",1846,39.02,36.06,30,"OR","B98","","","Win OYS B98 Premier","NWCL U16, OYS State Cup B98"
"Seattle United Tango B96",1838,39.49,33.76,37,"WA","B96","RCL B96 Div 2","","","WYS Presidents Cup B95"
"Boise Nationals Inter B98",1837,34.4,38.51,12,"ID","B98","","","Spr Idaho D3 U15/16 Bracket A U16",""
"Westside Timbers Copa B98",1835,43.12,30.24,29,"OR","B98","","","Win OYS B98 Premier","OYS State Cup B98"
"Westside Timbers Copa B97",1835,52.47,24.82,23,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"ETFC Boca Jrs Black B97",1834,42.68,30.4,33,"OR","B97","","","Win OYS B97 Premier","FWRL97, OYS State Cup B97"
"WPFC White B96",1833,38.41,33.57,45,"WA","B96","RCL B96 Div 2","","","WYS Presidents Cup B95"
"PacNW Maroon B98",1831,44,28.93,36,"WA","B98","RCL B98 Div 1, RCL B98 7V2","","","FWRL98, WYS Championship B98"
"Santa Clarita Valley Magic Green B98",1831,32.03,39.64,12,"CAS","B98","SCDL Fl1 U16","","",""
"Capital FC Timbers Red Real Madrid B98",1831,42.15,30.08,35,"OR","B98","","","Win OYS B98 Premier","FWRL98, OYS State Cup B98"
"Capital FC Timbers Red Boca Jrs B96",1829,47.6,26.33,29,"OR","B96","","","Win OYS B96 Premier","OYS State Cup B96"
"3 Rivers Black B97",1825,49.21,24.68,23,"WA","B97","RCL B97 Div 1","","","WYS Championship B97"
"Central California Aztecs B97",1824,50.83,23.76,12,"CAS","B97","SCDL Fl1 U17","","",""
"Kitsap Pumas 1 B97",1823,28.99,41.5,30,"WA","B97","PSPL Premier U17","","","WA Cup U17 Gold/Silver U17"
"Bend FC Timbers Red B96",1823,70.73,16.97,21,"OR","B96","","","Win OYS B96 Premier","OYS State Cup B96"
"PacNW Maroon B97",1819,42.78,27.39,35,"WA","B97","RCL B97 Div 2","","","FWRL97, WYS Championship B97"
"Cascade FC B96",1814,42.75,26.42,28,"WA","B96","PSPL Premier U19","","","WA Cup U18/19 Gold/Silver U19"
"RSF Attack Academy B96",1809,46.88,23.32,12,"CAS","B96","SCDL Fl1 U19","","",""
"United FC Gold B98",1808,52.48,20.68,13,"CAS","B98","SCDL Fl1 U16","","",""
"Thelo Galaxy Green B97",1808,47.91,22.63,31,"OR","B97","","","Win OPL National Premier League U18","OPL State Cup U17"
"Sherman Oaks Extreme SC B97",1805,46.33,22.91,12,"CAS","B97","SCDL Fl1 U17","","",""
"CA Rush Nero B97",1803,34.44,30.43,11,"CAS","B97","SCDL Fl1 U17","","",""
"Whatcom Rangers Gold B96",1803,34.32,30.5,14,"WA","B96","RCL B96 Div 1","","",""
"FC Golden State Black B98",1802,46.45,22.34,13,"CAS","B98","SCDL Fl1 U16","","",""
"Snohomish United Black B97",1801,40.41,25.53,46,"WA","B97","RCL B97 Div 1","","","FWRL97, WYS Championship B97"
"Beach FC Black B98",1801,50.14,20.55,13,"CAS","B98","SCDL Fl1 U16","","",""
"Beach FC B96",1800,48.09,21.34,22,"CAS","B96","SCDL Fl1 U19","","",""
"FC Golden State B97",1795,41.64,23.79,14,"CAS","B97","SCDL Fl1 U17","","",""
"Crossfire Premier A B99",1795,39.15,25.21,34,"WA","B99","RCL B99 Div 1","","","WYS Championship B99"
"PCU Red B98",1793,34.11,28.68,29,"OR","B98","","","Win OYS B98 Premier","OYS State Cup B98"
"Washington Timbers Red B98",1792,30.12,32.12,30,"WA","B98","RCL B98 Div 1","","","NWCL U16, WYS Championship B98"
"CZ Elite Zein B96",1790,47.72,20.03,12,"CAS","B96","SCDL Fl1 U19","","",""
"FC Spokane Black B97",1789,32.9,28.89,35,"WA","B97","PSPL Premier U17","","","NWCL U17"
"Westsound FC Red B98",1787,30.98,30.3,37,"WA","B98","RCL B98 Div 1","","","FWRL98, WYS Championship B98"
"WPFC Black B99",1787,38.22,24.44,44,"WA","B99","RCL B99 Div 1","","","NWCL U15, WYS Championship B99"
"Murrieta Surf White B97",1786,35.35,26.24,11,"CAS","B97","SCDL Fl1 U17","","",""
"Slammers FC HB B96",1784,39.48,23.25,12,"CAS","B96","SCDL Fl1 U19","","",""
"Seattle United Tango B97",1783,35,26.02,40,"WA","B97","RCL B97 Div 1","","","WYS Championship B97"
"Crossfire Select Gonzalez B96",1780,37.24,23.96,8,"WA","B96","","","",""
"Seattle United Copa B00",1775,31.74,27.11,45,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","NWCL U14, WYS Championship B00"
"Irvine Slammers B99",1770,27.45,30.39,12,"CAS","B99","SCDL Fl1 U15","","",""
"Nomads SC B97",1770,34.34,24.22,12,"CAS","B97","SCDL Fl1 U17","","",""
"Crossfire Select Manao B98",1767,33.68,24.2,29,"WA","B98","NPSL B16D1","","","WYS Championship B98"
"Harbor Premier Green B96",1764,44.83,17.85,31,"WA","B96","RCL B96 Div 2","","","WYS Presidents Cup B95"
"Central WA SA Navy B97",1763,37.38,21.26,25,"WA","B97","PSPL Premier U17","","","WA Cup U17 Gold/Silver U17"
"HSC Freeze B98",1760,40.86,18.96,31,"OR","B98","","","Win OYS B98 Premier","OYS State Cup B98"
"MVP Rapids Navy B96",1756,28.97,26.11,29,"WA","B96","PSPL Premier U19","","","WA Cup U18/19 Gold/Silver U19"
"Crossfire Premier B B96",1756,36.77,20.54,20,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Seattle United NE Blue B97",1756,25.36,29.69,30,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Boise Nationals Liverpool B97",1754,25.89,28.83,19,"ID","B97","","","Spr Idaho D3 U17 U17","FWRL97"
"Strikers FC Irvine B97",1753,39.88,18.51,12,"CAS","B97","SCDL Fl1 U17","","",""
"Washington Timbers Red B97",1748,33.1,21.6,38,"WA","B97","RCL B97 Div 2","","","WYS Championship B97"
"Eastside Timbers Black B97",1747,24.03,29.47,29,"OR","B97","","","Win OYS B97 Premier","FWRL97, OYS State Cup B97"
"Whatcom Rangers Gold B97",1747,28.55,24.78,30,"WA","B97","RCL B97 Div 1, RCL B97 7V2","","","WYS Championship B97"
"Wenatchee Fire Black B96",1746,37.61,18.77,23,"WA","B96","RCL B96 Div 2","","",""
"Eastside Timbers Red B98",1746,35.83,19.66,41,"OR","B98","","","Win OYS B98 Premier","FWRL98, OYS State Cup B98"
"Eastside FC White B96",1744,30.33,22.93,28,"WA","B96","RCL B96 Div 2","","","WYS Presidents Cup B95"
"WPFC White B97",1744,32.47,21.36,40,"WA","B97","RCL B97 Div 2","","","WYS Presidents Cup B97"
"Albany FC Athleticos B98",1744,31.74,21.82,9,"OR","B98","","","",""
"LA Galaxy Bakersfield B98",1742,19.92,34.44,12,"CAS","B98","SCDL Fl1 U16","","",""
"FC Valencia Navy B97",1741,33.54,20.24,11,"CAS","B97","SCDL Fl1 U17","","",""
"FC Alliance A B99",1739,33.9,19.83,35,"WA","B99","RCL B99 Div 1","","","FWRL99, NWCL U15, WYS Championship B99"
"Capital FC Timbers Red Galacticos B99",1736,28.76,22.78,36,"OR","B99","","","Win OYS B99 Premier","FWRL99, OYS State Cup B99"
"Nortac Colibri Pablo B97",1734,42.81,15.18,23,"WA","B97","NPSL B18M1","","","WYS Presidents Cup B95"
"Soccer Edge Academy Black B96",1734,23.81,27.26,19,"WA","B96","PSPL-Inland U19","","","WA Cup U18/19 Gold/Silver U19"
"TVSA Hawks Academy B96",1733,43.27,14.91,12,"CAS","B96","SCDL Fl1 U19","","",""
"Cook Inlet Velocity 99 Blue B98",1731,24.46,25.89,17,"AK","B98","","","",""
"Eastside FC White B97",1728,31.15,19.99,30,"WA","B97","RCL B97 Div 3","","","WYS Presidents Cup B97"
"FC Golden State Gold B97",1728,28.19,22.08,10,"CAS","B97","SCDL Fl1 U17","","",""
"Thelo Sparq B96",1728,40.01,15.52,20,"OR","B96","","","Win OPL National Premier League U18","OPL State Cup U18"
"Slammers FC HB B00",1727,46.26,13.35,12,"CAS","B00","SCDL Fl1 U14","","",""
"Crescenta Valley SC B99",1727,24.41,25.24,13,"CAS","B99","SCDL Fl1 U15","","",""
"West Coast FC United B97",1723,34.08,17.61,12,"CAS","B97","SCDL Fl1 U17","","",""
"RSA Elite B96",1722,28.43,20.93,21,"WA","B96","PSPL Premier U19","","","WA Cup U18/19 Gold/Silver U19"
"BSC HR Black-Legends B98",1721,38,15.64,13,"OR","B98","","","Win OYS B98 Premier","OYS State Cup B98"
"FC Los Angeles Black B96",1718,30.2,19.24,11,"CAS","B96","SCDL Fl1 U19","","",""
"FWFC Blue B97",1717,33.46,17.23,29,"WA","B97","RCL B97 Div 2, RCL B97 7V2","","","WYS Championship B97"
"Tacoma United Chelsea B98",1716,29.52,19.31,44,"WA","B98","RCL B98 Div 3","","","FWRL98, WYS Presidents Cup B98 Div 1"
"FC Golden State White B99",1713,23.73,23.61,12,"CAS","B99","SCDL Fl1 U15","","",""
"Crossfire Premier B B98",1712,30.81,18.11,35,"WA","B98","RCL B98 Div 2","","","WYS Championship B98"
"Slammers FC B97",1711,27.75,19.93,11,"CAS","B97","SCDL Fl1 U17","","",""
"Idaho Rush Premier B98",1711,21.51,25.7,19,"ID","B98","","","Spr Idaho D3 U17 U17","FWRL98"
"TFA Williamette Athleticos B98",1711,28.44,19.37,23,"OR","B98","","","Win OPL National Premier League U18","OPL State Cup U16"
"Strikers FC Irvine B00",1710,26.3,20.81,11,"CAS","B00","SCDL Fl1 U14","","",""
"Pacific FC Fire B97",1710,22.33,24.49,19,"WA","B97","PTT HS Premier","","","Founders Cup B97"
"XiFA 2016 B97",1709,37.31,14.66,20,"WA","B97","PSPL Premier U17","","","NWCL U17"
"FC Alliance A B98",1708,38.04,14.27,34,"WA","B98","RCL B98 Div 2, RCL B98 7V2","","","WYS Championship B98"
"FC Tacoma Blue B96",1708,24.78,21.89,23,"WA","B96","PSPL Premier U19","","","WA Cup U18/19 Gold/Silver U19"
"West Coast FC B99",1707,32.14,16.67,17,"CAS","B99","SCDL Fl1 U15","","",""
"Strikers FC Mission Viego B97",1706,30.01,17.75,12,"CAS","B97","SCDL Fl1 U17","","",""
"LA Galaxy South Bay Gold B99",1705,23.19,22.78,17,"CAS","B99","SCDL Fl1 U15","","",""
"Crossfire Oregon Green I B98",1703,30.27,17.32,30,"OR","B98","","","Win OPL National Premier League U18","OPL State Cup U16"
"PCU Red B96",1703,28.04,18.59,33,"OR","B96","","","Win OYS B96 Premier","OYS State Cup B96"
"WPFC White B98",1701,26.01,19.88,40,"WA","B98","RCL B98 Div 2","","","WYS Presidents Cup B98 Div 1"
"San Diego Surf SC Academy I B00",1701,27.42,18.74,11,"CAS","B00","SCDL Fl1 U14","","",""
"MVP Rapids -Unk B95",1699,21.56,23.55,8,"WA","B95","","","",""
"Crossfire Select Radovich B96",1698,23.6,21.41,24,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"LVR Freedom B96",1697,23.61,21.22,18,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"Wenatchee Valley United B97",1695,36.21,13.7,17,"WA","B97","PSPL Premier U17","","",""
"Newport Mesa SC Waves B00",1695,26.32,18.85,12,"CAS","B00","SCDL Fl1 U14","","",""
"FC Golden State 01 PDA B00",1694,23.31,21.09,22,"CAS","B00","SCDL Fl1 U14","","",""
"3 Rivers Black B96",1694,24.38,20.1,21,"WA","B96","RCL B96 Div 2","","","WYS Championship B96"
"Ballistic SC B96",1693,34.24,14.29,8,"ID","B96","","","Spr Idaho D3 U18 U18",""
"LA Galaxy South Bay Gold B00",1691,18.37,26.18,12,"CAS","B00","SCDL Fl1 U14","","",""
"South Whidbey Reign B96",1690,26.65,17.97,17,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Real So Cal White B96",1689,32.14,14.74,12,"CAS","B96","SCDL Fl1 U19","","",""
"Legends FC B96",1689,22.45,21.09,12,"CAS","B96","SCDL Fl1 U19","","",""
"Lake Hills Diablos B96",1689,34.67,13.66,26,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"Washington Timbers Red B96",1687,27.58,16.99,34,"WA","B96","RCL B96 Div 2","","","WYS Presidents Cup B95, NWCL U18"
"Encinitas Express e3B99",1683,27.67,16.48,12,"CAS","B99","SCDL Fl1 U15","","",""
"Crossfire Oregon Green B96",1683,21.9,20.8,30,"OR","B96","","","Win OYS B96 Premier","NWCL U18, OYS State Cup B96"
"Real So Cal White B00",1681,30.15,14.86,11,"CAS","B00","SCDL Fl1 U14","","",""
"Mukilteo Altrec FC B96",1680,24.79,18.03,25,"WA","B96","NPSL B18D2","","","Founders Cup B96 19"
"Whatcom Rangers Gold B98",1679,23.91,18.53,36,"WA","B98","RCL B98 Div 2, RCL B98 7V2","","","WYS Championship B98"
"Harbor Premier Green B97",1678,27.1,16.24,31,"WA","B97","RCL B97 Div 2","","","WYS Presidents Cup B97"
"CSC Storm B96",1678,23.56,18.66,8,"OR","B96","","","",""
"Meridian United B97",1678,37.28,11.77,8,"ID","B97","","","","FWRL97"
"Boise Nationals Arsenal B99",1677,26.92,16.24,19,"ID","B99","","","Spr Idaho D3 U15/16 Bracket A U16","FWRL99"
"Gala FC B95",1677,25.08,17.39,9,"WA","B95","","","","WA Cup U18/19 Gold/Silver U19"
"FWFC Blue B98",1675,29.65,14.57,37,"WA","B98","RCL B98 Div 3, RCL B98 7V2","","","WYS Presidents Cup B98 Div 1"
"BIFC Blue B96",1674,22.99,18.6,28,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"ISC Gunners A B98",1674,24.97,17.08,30,"WA","B98","PSPL Premier U16","","","WA Cup U16 Gold U16"
"Strikers FC Irvine B98",1673,31.31,13.52,12,"CAS","B98","SCDL Fl1 U16","","",""
"Eastside Timbers Red B99",1672,21.37,19.78,28,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"United FC Black B00",1671,18.66,22.42,12,"CAS","B00","SCDL Fl1 U14","","",""
"Crossfire Select Cline B97",1671,25.19,16.59,29,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Westside Timbers Copa B99",1669,34.46,11.99,42,"OR","B99","","","Win OYS B99 Premier","FWRL99, OYS State Cup B99"
"NW United Premier B98",1669,35.4,11.65,28,"WA","B98","PSPL Premier U16","","","WA Cup U16 Gold U16"
"Thelo Galaxy White B97",1668,24.03,17.06,11,"OR","B97","","","Win OPL First Div U18","OPL State Cup U17"
"MV Bombers B99",1665,18.3,21.9,37,"WA","B99","PSPL Premier U15","","","WA Cup U15 Gold U15"
"Seattle United Tango B98",1664,19.15,20.87,33,"WA","B98","RCL B98 Div 2","","","WYS Championship B98"
"PacNW Blue B97",1664,19.65,20.33,34,"WA","B97","RCL B97 Div 3, RCL B97 7V2","","","WYS Presidents Cup B97"
"PacNW Blue B98",1664,25.24,15.81,38,"WA","B98","RCL B98 Div 3","","","WYS Presidents Cup B98 Div 1"
"Seattle United NE Blue B96",1663,31,12.79,28,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"Strikers FC North B99",1661,16.81,23.26,12,"CAS","B99","SCDL Fl1 U15","","",""
"FC Nova SuperNova Black B97",1661,18.61,20.98,16,"ID","B97","","","Spr Idaho D3 U17 U17, Spr Idaho D3 U18 U18",""
"Real Madrid Jr B95",1661,26.23,14.87,11,"WA","B95","DIII B19M1","","","WYS Presidents Cup B95"
"West Coast FC B01",1661,14.79,26.36,14,"CAS","B01","SCDL Fl1 U13","","",""
"Dragons FC B98",1660,20.42,19.05,36,"WA","B98","PSPL Classic 1 U16","","","WA Cup U16 Gold U16"
"GPYSC Flames B96",1660,25.75,15.07,15,"OR","B96","","","Win OYS B98 Div 1",""
"Crossfire Select Barnes B96",1657,19.87,19.06,26,"WA","B96","NPSL B18D2","","","Founders Cup B96 19"
"Snohomish United Black B98",1656,27.23,13.83,32,"WA","B98","RCL B98 Div 2","","","WYS Championship B98"
"CA Rush B99",1656,21.99,17.11,11,"CAS","B99","SCDL Fl1 U15","","",""
"Pateadores Academy B00",1655,26.18,14.36,11,"CAS","B00","SCDL Fl1 U14","","",""
"Westside Timbers Samba B96",1655,31.66,11.85,30,"OR","B96","","","Win OYS B96 Premier","OYS Presidents Cup B96"
"NWN Red B97",1654,25.37,14.7,37,"WA","B97","RCL B97 Div 2","","","WYS Championship B97"
"RVSC Timbers Red B98",1654,25.98,14.3,21,"OR","B98","","","Win OYS B98 Premier","OYS Presidents Cup B98"
"WS Jets B97",1654,24.51,15.15,19,"WA","B97","NPSL B18D2","","","Founders Cup B96 19"
"Legends FC B00",1653,21.13,17.52,12,"CAS","B00","SCDL Fl1 U14","","",""
"Sting SC Thompson B96",1652,23.73,15.5,8,"ID","B96","","","","FWRL96"
"Arsenal FC B00",1651,15.57,23.48,11,"CAS","B00","SCDL Fl1 U14","","",""
"Westsound FC Red B96",1651,23.56,15.5,32,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Blackhills FC Black B98",1650,20.58,17.6,33,"WA","B98","RCL B98 Div 2","","","WYS Presidents Cup B98 Div 1"
"Seattle United Copa B99",1646,19.95,17.59,27,"WA","B99","RCL B99 Div 1","","","WYS Championship B99"
"Highline Premier Blue B98",1645,20.85,16.8,37,"WA","B98","PSPL Premier U16","","","WA Cup U16 Gold U16"
"Blackhills FC Black B96",1645,24.49,14.28,23,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"SSC Shadow A B97",1644,22.26,15.64,32,"WA","B97","RCL B97 Div 2, RCL B97 7V2","","","WYS Presidents Cup B97"
"Fusion FC 1999B",1644,19.21,18.06,8,"BC","1999B","","","",""
"Washington Timbers Red B99",1642,24.06,14.24,34,"WA","B99","RCL B99 Div 1","","","FWRL99, NWCL U15, WYS Championship B99"
"Irvine Slammers B00",1638,19.16,17.41,11,"CAS","B00","SCDL Fl1 U14","","",""
"Sting SC B97",1637,22.61,14.67,19,"ID","B97","","","Spr NWL High School 17/18 U18","FWRL97"
"Sherman Oaks Extreme SC B99",1637,14.18,23.27,12,"CAS","B99","SCDL Fl1 U15","","",""
"SSC Shadow A B98",1636,20.55,16.03,26,"WA","B98","RCL B98 Div 3","","","WYS Presidents Cup B98 Div 1"
"Mercer Island FC Warriors B97",1635,18.09,18.06,19,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"FC West Deportivo Valencia B97",1635,27.21,11.99,14,"OR","B97","","","Win OPL National Premier League U18",""
"West Coast FC B98",1634,23.23,13.99,13,"CAS","B98","SCDL Fl1 U16","","",""
"Pateadores MV B97",1634,19.02,17.07,12,"CAS","B97","SCDL Fl1 U17","","",""
"Santa Clarita Valley Magic B99",1633,13.41,24.07,12,"CAS","B99","SCDL Fl1 U15","","",""
"Pateadores IER B01",1633,21.02,15.3,13,"CAS","B01","SCDL Fl1 U13","","",""
"South Los Angeles United Academy B00",1633,32.19,9.98,11,"CAS","B00","SCDL Fl1 U14","","",""
"NSC Titans B97",1631,25.37,12.49,21,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"TUSK Stingrays B96",1631,19.67,16.08,20,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"Impact FC Black B97",1630,20.02,15.78,27,"WA","B97","PSPL Classic 2 U17","","","WA Cup U17 Bronze U17"
"Pateadores MV B99",1630,24.43,12.92,13,"CAS","B99","SCDL Fl1 U15","","",""
"PacNW Maroon B99",1630,21.69,14.55,31,"WA","B99","RCL B99 Div 1","","","FWRL99, WYS Championship B99"
"Newport FC Reign B96",1630,26.49,11.88,23,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"WPFC Black B00",1626,25.66,11.94,50,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","NWCL U14, WYS Championship B00"
